1,75697.236008,84711.352595,85239.820349,0.500000,0.547619,0.500000,0,0,0,0
2,45399.493747,75662.658562,71175.617199,0.500000,0.157895,0.300000,0,0,0,0
3,96879.868198,102653.656219,84972.200144,0.500000,0.692308,0.615385,0,0,0,0
4,79293.876097,80317.189478,63555.916978,1.000000,0.368421,0.450000,0,0,0,0
5,51048.951616,70039.515586,70454.217545,0.250000,0.550000,0.473684,0,0,0,0
6,108278.326769,148543.234922,126365.964689,0.750000,0.641026,0.589744,0,0,0,0
7,66372.046245,79730.318313,43037.141815,0.625000,0.400000,0.358974,0,0,0,0
8,136500.684414,130491.708282,123446.823089,0.666667,0.500000,0.463415,0,0,0,0
9,61615.658701,75725.315524,79097.886062,1.000000,0.395349,0.457143,0,0,0,0
10,110587.869367,109320.555941,135488.418506,0.714286,0.756757,0.894737,0,0,0,0
11,116275.840591,116994.093140,158119.305373,0.857143,0.631579,0.675676,0,0,0,0
12,72496.684979,80233.135745,86426.818333,0.250000,0.414634,0.648649,0,0,0,0
13,63538.122971,89431.982682,86704.151703,0.500000,0.694444,0.578947,0,0,0,0
14,64700.022634,53252.332162,59884.447579,0.333333,0.256410,0.375000,0,0,0,0
15,76382.378704,87738.430556,70083.278357,0.666667,0.472222,0.550000,0,0,0,0
16,94924.386837,123986.403246,121715.270188,0.500000,0.473684,0.525000,0,0,0,0
17,100643.595790,101713.091812,96101.078631,0.250000,0.486486,0.560976,0,0,0,0
18,76636.868763,96548.577018,108278.979654,0.500000,0.289474,0.444444,0,0,0,0
19,108889.344007,109990.695823,130358.545784,0.375000,0.432432,0.405405,0,0,0,0
20,51461.212860,63464.238580,58702.112857,0.250000,0.351351,0.414634,0,0,0,0
21,68282.945023,69130.005616,86235.584722,0.714286,0.648649,0.473684,0,0,0,0
22,78457.554415,73893.737217,81795.621667,0.250000,0.325000,0.394737,0,0,0,0
23,77742.369043,93894.351593,102509.584042,0.500000,0.380952,0.277778,0,0,0,0
24,57455.741761,58568.334028,75702.175928,0.250000,0.324324,0.270270,0,0,0,0
25,60188.777549,70174.782379,73550.080476,0.875000,0.486486,0.432432,0,0,0,0
26,69294.243464,91891.983268,85425.502148,0.500000,0.342857,0.410256,0,0,0,0
27,48429.974523,63342.568001,60047.387130,0.857143,0.722222,0.743590,0,0,0,0
28,67169.529755,88186.059074,84256.356968,1.000000,0.650000,0.552632,0,0,0,0
29,70962.132156,78814.158105,57457.173148,0.750000,0.527778,0.684211,0,0,0,0
30,94876.197775,110529.188343,121286.976456,1.000000,0.523810,0.638889,0,0,0,0
